contrast_G_16_d_2_0,dissimilarity_G_16_d_2_0,homogeneity_G_16_d_2_0,energy_G_16_d_2_0,correlation_G_16_d_2_0,ASM_G_16_d_2_0,maximum_probability_G_16_d_2_0,entropy_G_16_d_2_0,variance_G_16_d_2_0,sum_average_G_16_d_2_0,sum_variance_G_16_d_2_0,sum_entropy_G_16_d_2_0,difference_variance_G_16_d_2_0,difference_entropy_G_16_d_2_0,contrast_G_16_d_2_45,dissimilarity_G_16_d_2_45,homogeneity_G_16_d_2_45,energy_G_16_d_2_45,correlation_G_16_d_2_45,ASM_G_16_d_2_45,maximum_probability_G_16_d_2_45,entropy_G_16_d_2_45,variance_G_16_d_2_45,sum_average_G_16_d_2_45,sum_variance_G_16_d_2_45,sum_entropy_G_16_d_2_45,difference_variance_G_16_d_2_45,difference_entropy_G_16_d_2_45,contrast_G_16_d_2_90,dissimilarity_G_16_d_2_90,homogeneity_G_16_d_2_90,energy_G_16_d_2_90,correlation_G_16_d_2_90,ASM_G_16_d_2_90,maximum_probability_G_16_d_2_90,entropy_G_16_d_2_90,variance_G_16_d_2_90,sum_average_G_16_d_2_90,sum_variance_G_16_d_2_90,sum_entropy_G_16_d_2_90,difference_variance_G_16_d_2_90,difference_entropy_G_16_d_2_90,contrast_G_16_d_2_135,dissimilarity_G_16_d_2_135,homogeneity_G_16_d_2_135,energy_G_16_d_2_135,correlation_G_16_d_2_135,ASM_G_16_d_2_135,maximum_probability_G_16_d_2_135,entropy_G_16_d_2_135,variance_G_16_d_2_135,sum_average_G_16_d_2_135,sum_variance_G_16_d_2_135,sum_entropy_G_16_d_2_135,difference_variance_G_16_d_2_135,difference_entropy_G_16_d_2_135,contrast_G_128_d_4_0,dissimilarity_G_128_d_4_0,homogeneity_G_128_d_4_0,energy_G_128_d_4_0,correlation_G_128_d_4_0,ASM_G_128_d_4_0,maximum_probability_G_128_d_4_0,entropy_G_128_d_4_0,variance_G_128_d_4_0,sum_average_G_128_d_4_0,sum_variance_G_128_d_4_0,sum_entropy_G_128_d_4_0,difference_variance_G_128_d_4_0,difference_entropy_G_128_d_4_0,contrast_G_128_d_4_45,dissimilarity_G_128_d_4_45,homogeneity_G_128_d_4_45,energy_G_128_d_4_45,correlation_G_128_d_4_45,ASM_G_128_d_4_45,maximum_probability_G_128_d_4_45,entropy_G_128_d_4_45,variance_G_128_d_4_45,sum_average_G_128_d_4_45,sum_variance_G_128_d_4_45,sum_entropy_G_128_d_4_45,difference_variance_G_128_d_4_45,difference_entropy_G_128_d_4_45,contrast_G_128_d_4_90,dissimilarity_G_128_d_4_90,homogeneity_G_128_d_4_90,energy_G_128_d_4_90,correlation_G_128_d_4_90,ASM_G_128_d_4_90,maximum_probability_G_128_d_4_90,entropy_G_128_d_4_90,variance_G_128_d_4_90,sum_average_G_128_d_4_90,sum_variance_G_128_d_4_90,sum_entropy_G_128_d_4_90,difference_variance_G_128_d_4_90,difference_entropy_G_128_d_4_90,contrast_G_128_d_4_135,dissimilarity_G_128_d_4_135,homogeneity_G_128_d_4_135,energy_G_128_d_4_135,correlation_G_128_d_4_135,ASM_G_128_d_4_135,maximum_probability_G_128_d_4_135,entropy_G_128_d_4_135,variance_G_128_d_4_135,sum_average_G_128_d_4_135,sum_variance_G_128_d_4_135,sum_entropy_G_128_d_4_135,difference_variance_G_128_d_4_135,difference_entropy_G_128_d_4_135,label
0.517237475639115,0.2296443310787573,0.8958641856498623,0.26602501664848754,0.9780523635365501,0.07076930948282807,0.14772727272727273,4.409856572048948,11.783443663751383,14.458779949558638,46.61653717936641,4.156803556190185,0.4645009568425051,0.7805516721934274,0.4341091938576215,0.19315307566879894,0.9118660148885741,0.27326585006895876,0.9816215421222485,0.07467422481391064,0.15085380494185527,4.3055839220849315,11.810272568710547,14.446845490870649,46.80698108098456,4.103429822454433,0.39680108321730473,0.6969784405097326,0.5081941943032819,0.23745669530703312,0.8913138377867598,0.26343725495898346,0.9785343088951046,0.06939918730032445,0.14593107957739207,4.43102908588433,11.837359249695595,14.434974848863753,46.841242804479094,4.1670548073296025,0.4518085121571448,0.7999607617932653,0.41704169578383415,0.19405400562633268,0.9109594930765995,0.2729098157373628,0.9823441193590419,0.0744797675258013,0.1507520292425953,4.311218479869247,11.81027738759106,14.446844774140372,46.82406785458041,4.106498124086009,0.3793847386842094,0.7012848983639157,54.98096902695504,2.835441348670616,0.3857713382068687,0.057705407927175524,0.968193340450357,0.0033299141040417316,0.044353704596592734,9.986851541711586,864.2996436193143,129.3536601115856,3402.2176054503025,7.4148361816970585,46.94124138520401,2.989967658635355,56.48847647863914,2.929209007082048,0.38213025880503704,0.05807355347548612,0.9673989711945354,0.0033725376132701466,0.045460462580650264,10.025484044937723,866.3603350635738,129.20964286253692,3408.9528637756566,7.410742869279483,47.90821107146854,3.0385998225914386,49.498720457732716,2.8267660700737984,0.39823641725857206,0.060823408465906656,0.9716513561837766,0.0036994870174105253,0.048684392027036345,9.962022516908368,873.0350696601176,128.9318236027772,3442.6415581827378,7.397523779110373,41.50811404281225,3.0255758261213237,57.68085689401093,3.0005804014191426,0.3780754938843696,0.057909236353626874,0.9667109582804276,0.00335347965506022,0.04548635409377187,10.057317318651116,866.3640332442731,129.20958101058892,3407.7752760830813,7.4100940923614145,48.677374148630264,3.072030244163332,1
0.23650560403052098,0.1701494103902742,0.9175710552398764,0.2881453691029311,0.991254317381691,0.0830277537354644,0.13771631192727538,4.127582423762339,13.5212775464432,13.823155872366836,53.848604581742286,3.941537151924897,0.207554782174363,0.663597851799458,0.2115303186456618,0.1435143812266243,0.9305983710028893,0.29414563111263253,0.9921956015136254,0.08652165230264888,0.139373665366701,4.034648187215632,13.551993726035438,13.808429118773946,53.99644458549609,3.8863394699737617,0.19093394102680092,0.5894936328298135,0.24228854585312387,0.17156558275484107,0.9168077279393738,0.2865991020771938,0.9910812892112478,0.08213904531145376,0.1359403544026306,4.120582420074273,13.583159696056576,13.794103945926196,54.09035023837317,3.938026112030582,0.21285379666711568,0.6633346251507084,0.2138985615920071,0.14348128289147055,0.9307293769087852,0.294058851111804,0.9921082295878387,0.08647060791719413,0.13935654553817323,4.034087309520623,13.552001035305452,13.808427977452045,53.994105579629796,3.886674173086214,0.19331168305182492,0.5883527432820239,18.274679293760514,2.1174258009655476,0.43710896207867334,0.10075675696491505,0.9909151306404594,0.010151924074086958,0.09303566856850266,9.394476797120635,1005.7755687245592,123.55438862372907,4004.8275956044754,7.122112321119694,13.791187271165924,2.7392918919593496,17.710507039960934,2.1466166577064736,0.43943345199296224,0.10181211415363617,0.991218331762735,0.010365706588433042,0.09453940211628688,9.424926485841437,1008.3794195735446,123.37681644518368,4015.8071712542173,7.113822779917486,13.102543964818024,2.7707217847791217,15.761983745421245,1.95299565018315,0.4799724664510972,0.10580751913131257,0.992240793620255,0.011195231104723076,0.09840430402930403,9.276893774856667,1015.6956120259368,123.03941735347985,4047.0204643583247,7.092357503527511,11.94779173578694,2.6762607591045797,18.555569438442326,2.15858510712685,0.43816372679177995,0.10173524633955269,0.9907993395487189,0.010350060347769469,0.09451303736801864,9.434395064188562,1008.3824708398589,123.37676256939373,4014.974313920993,7.114444311309623,13.89607977373249,2.7737821898116373,1
0.2797170858734709,0.2606925491541847,0.8710842263114921,0.2524066284892834,0.9815621770440852,0.06370910610532715,0.11362363236303444,4.334300324507316,7.58541522343185,8.345793885502038,30.061943807853932,4.036303690434185,0.21175648068896388,0.8579589416510375,0.27502872948468676,0.24450006279151515,0.8792797510744278,0.25680588727699805,0.9818794241654393,0.06594926374012622,0.11503090036721993,4.278611207268584,7.5888518112137415,8.342372787230163,30.080378515370278,4.006058920009221,0.2152484487796319,0.8238303261657535,0.2982986111111111,0.2624034090909091,0.8706552977375042,0.2526640551287238,0.9803556709027169,0.06383912475409079,0.11515972222222222,4.3271385592699305,7.59248660602942,8.338962752525253,30.071647813006564,4.030375155132882,0.2294430620085801,0.857326919853017,0.2768840767659404,0.24647026490446536,0.8782888457771202,0.25613253032946454,0.981757182532093,0.06560387309297408,0.11469201550666441,4.286573589172137,7.5888518112137415,8.342372787230163,30.078523168089024,4.0120816278699305,0.21613648528386298,0.8271195830674856,14.152215215458,2.5239270050125313,0.38277139616639166,0.05143266006788429,0.9872119683177707,0.002645318521658539,0.03200099543212871,9.874434011444489,553.3382918938354,77.22463290282157,2199.2009523598836,7.2860308233531095,7.782007688826473,2.995601527165437,14.790838864326629,2.5489444629813356,0.3850389283921412,0.052495799572507974,0.9866341952571636,0.0027558089727569286,0.033099852921902984,9.862616070408938,553.3089532919422,77.20946250964745,2198.444974303442,7.2824049488513545,8.29372098896342,3.0122233727247996,15.139757085020243,2.517964321862348,0.39589370966495896,0.05483461139398825,0.9863426844366632,0.0030068346067297063,0.03470900809716599,9.819506269632274,554.2728003467594,77.10658021255061,2201.951444302017,7.267902945105918,8.799612758848529,3.004157255441037,15.177684016985843,2.608212567421347,0.3769691070781372,0.05131918863688595,0.9862846402507568,0.002633659122348284,0.032188133336456815,9.915199335492836,553.3097306405983,77.20943971665781,2198.0612385454074,7.284571269463035,8.374911220131187,3.0388118511028366,1
0.23200979744242142,0.1867833658262565,0.9096239988088272,0.27908018441316684,0.9888264704279704,0.07788574933208721,0.14865718864620164,4.261318471101897,10.382117662408612,14.909016373128903,41.29646085219201,4.02370310409592,0.1971217716930363,0.723812819551846,0.21006361808079774,0.15316163991897708,0.9259184771986111,0.28764491220463845,0.9898941250905459,0.08273959551721417,0.1534797819694026,4.140747621097851,10.393143590382238,14.903140206647723,41.36251074344815,3.9640152062858793,0.18660513013812735,0.6268078585066847,0.2366194680024467,0.1807105424126701,0.9124641482327223,0.27966902929245696,0.9886289183256455,0.07821476594538515,0.1493081386698408,4.228371501043354,10.404439734880409,14.897289176544495,41.381139471519184,4.015926286902172,0.20396316786336527,0.6995475122681162,0.2012609993998684,0.15052973750182053,0.9268781317025429,0.28759652358458565,0.9903176306919353,0.08271176037793912,0.15333000730280616,4.128889630094438,10.393168913327624,14.90312987736037,41.37141465391063,3.9607665515500545,0.1786017975275014,0.6176700175254668,19.545635758027146,2.3568013488910955,0.4346786751664583,0.043854159211404016,0.986943640838102,0.0019231872801391719,0.007957836809003641,9.896449941673039,748.5101901557092,133.4031332754055,2974.4951248648094,7.405891611128802,13.991123159892256,2.8503144347944147,20.548003671646896,2.4465459033651578,0.4193281113156941,0.04295432564814591,0.9862674494829553,0.0018450740918869654,0.00787640863148178,9.950836933441346,748.1495752061301,133.36546577537612,2972.050297152873,7.406050056318777,14.562416814374064,2.8936921018221393,16.350314229609253,2.172052621549067,0.449469295520466,0.04488232135505985,0.9891272203014709,0.002014422770218862,0.008554833791800616,9.794939839742849,751.8920958097227,133.19590880091474,2991.2180690092814,7.397298652013143,11.632501638831076,2.7764974529589823,18.270891826436895,2.360581655248951,0.42565730193431667,0.04316572796651734,0.9877895032655389,0.001863280070879377,0.008015391875703343,9.91274418925029,748.1633312620204,133.364648470925,2974.382433221645,7.404898914009376,12.698546075339017,2.865133082673896,1
0.28157278611761466,0.17577353899830142,0.9164920425573269,0.27987736073120345,0.9809511473106249,0.07833133704986418,0.12592101638892714,4.13332042135224,7.390806961163364,12.34987145939494,29.28165505853585,3.930345432777751,0.2506764491056273,0.678439638954727,0.23315207868347654,0.13269506418597704,0.9373361000862801,0.29095893934284717,0.9842448641768621,0.08465710438351462,0.1296933033444499,3.977975801093537,7.399240517529252,12.340428404413306,29.363809991433534,3.8358212271379997,0.21554409862415597,0.558056683459344,0.26950375005751626,0.16150554456356692,0.9234390245918167,0.2818351038254363,0.9818099991618698,0.07943102574829447,0.12567006395803618,4.074340214428039,7.4080191764635686,12.33113813095293,29.362572955796747,3.9005795871169107,0.2434197091327419,0.6349631317249687,0.2486262276340092,0.13914382312303775,0.9345065401300243,0.2896978534282741,0.9831992367139272,0.08392484628094979,0.12956116841745444,4.000083169081796,7.399253932710075,12.340425531914894,29.348389503206292,3.8513942437876962,0.22926522412071404,0.5745883721304772,27.04837494247584,2.3876236769443167,0.4136422535457454,0.040320489387503364,0.974301972364602,0.0016257418644477712,0.005778301886792452,9.875267385846131,526.2733647546187,111.58003624022089,2078.045084075999,7.356737842917223,21.347628119770743,2.8202940745619722,23.999291172054242,2.265555880234116,0.42109985396550503,0.04039530582738103,0.9771902801221106,0.001631780732887644,0.005308976654968595,9.813234500003553,526.0759733248176,111.49079825599394,2080.3046021272166,7.355649106488011,18.86654772559086,2.7645585137401985,20.93522018030513,2.1044931807674527,0.45583548830022763,0.04212378980305749,0.9802089156427453,0.0017744136673721704,0.00611708275543227,9.709104335078145,528.9053344020275,111.26201745261211,2094.686117427804,7.355839235155844,16.506328632408422,2.7149728554219696,27.226631099898448,2.4416316351358778,0.4049067657285887,0.0392218517746737,0.9741234538444603,0.0015383536566344748,0.005086202157730131,9.919746354210453,526.0870391327223,111.49051761799092,2077.121525430991,7.356368072501855,21.265066058202148,2.8566177085632782,1
0.221049521967988,0.15137232785476418,0.9285672293162709,0.28792938835154447,0.9907839964682873,0.0829033326764945,0.1697967021162316,4.141233391051513,11.992699504039358,12.70210548931142,47.74974849418943,3.939364819805074,0.19813594032781776,0.6328653911940078,0.18430700817497264,0.12213959924497376,0.9415224170859314,0.2936319753602025,0.9923212840217297,0.08621973695393459,0.17182892341588915,4.03178425193952,12.001160656061137,12.69307108934701,47.82033561606956,3.890020524321447,0.16938892647124984,0.5379509416722866,0.2040800141941589,0.14127892597531078,0.9320142861052421,0.28819970923185095,0.9915036226143074,0.08305907240132344,0.16794405135704762,4.094795893375538,12.009825183720006,12.684068400791432,47.83522072068587,3.93487377137799,0.18412027926942157,0.5912927361964307,0.190278701408621,0.12265145866500077,0.9417037476618579,0.29364444175517046,0.9920724863085167,0.08622705817370568,0.1715279876938785,4.032448343915998,12.001158800460166,12.693058998179607,47.814356500432055,3.885977653979223,0.17523532109596862,0.5407803378524654,19.695086153084507,1.9565212127082527,0.4997174589981812,0.05766419177749356,0.9885704627173812,0.003325159013351556,0.025194799603943347,9.48592143063471,861.5872045421701,114.45527815446209,3426.653732015596,7.353566603026176,15.867110897307136,2.586844841567046,18.89737681505689,2.0267164495415195,0.48317071207174045,0.056738820644128336,0.9890328937080426,0.003219293768086564,0.025249150599945737,9.559684026596837,861.5479923320889,114.34800767261011,3427.2945925132985,7.3534272719661,14.789797248214706,2.6506997507402588,14.423023520403763,1.7575718768872401,0.520159840234063,0.06096450299582344,0.9916513213692059,0.0037166706255277655,0.02760088646363558,9.389962729040814,863.7907960191832,114.14968105642309,3440.740160556329,7.334942111174351,11.333964617978825,2.5223347693728178,18.60658300227992,1.9842700693963555,0.4866043833735384,0.056740368762800565,0.9892016770977137,0.003219469447338594,0.025276147820581872,9.543857332882197,861.5496670478669,114.34705872030474,3427.592085189188,7.35433803792016,14.669255293977699,2.6299488078910316,1
0.28256886893799876,0.17936457693881724,0.9138773910516276,0.2805221693925152,0.9882173137593053,0.07869268752068298,0.1544883108246368,4.179342758220114,11.990850947132564,13.10441765142214,47.68083491959225,3.9911701856200725,0.2503972174775579,0.6770249094152073,0.24160953561857523,0.1534690612375505,0.9261493210469172,0.286304127068741,0.9899486208686102,0.08197005317659378,0.15707371705131795,4.095356746295135,12.018725612689664,13.090305187792488,47.833292915140085,3.9401332560548483,0.2180567828614402,0.6111011169134702,0.282514987702398,0.18911726275876206,0.9086827862387927,0.2772922452637613,0.9882747407559325,0.07689098928341793,0.1518881943021111,4.205774158478642,12.047281080174592,13.076821582291453,47.90660933299598,4.005915081854779,0.2467496486290314,0.7009029719615121,0.2534298628054878,0.15515859365625373,0.9256784904943215,0.28623040661449967,0.9894568745900185,0.0819278456707018,0.15697132114715412,4.099200242098792,12.018725612689664,13.090305187792488,47.821472587953174,3.9410932655825115,0.22935567362010134,0.6151276373694237,24.0514202798278,2.2310469198441982,0.4125209015887111,0.0747425218736624,0.9864232205140012,0.0055864445760349015,0.06467814678146781,9.638775051577086,885.7557237572844,117.55816933169332,3518.971474749309,7.267623463127517,19.073849921281514,2.7689107803033934,22.868915321575344,2.3176345694501412,0.4085448199728958,0.07565097494300609,0.9871252333114248,0.0057230700098273345,0.0662725890896808,9.699486763267949,888.1293104079456,117.39855880200416,3529.6483263102064,7.2605267781511404,17.497485324065003,2.8389880895914117,20.706660067873305,2.236929889962978,0.4319004994269041,0.08025992786700453,0.9884340241658537,0.006441656021216771,0.07083633278486219,9.617951178280116,895.1540434115749,117.07095202591526,3559.9095135784273,7.23509407680882,15.702804735263522,2.8218043282988194,25.201698554780805,2.3579961557330247,0.40639101314465337,0.07561635376703314,0.9858119024550682,0.005717832957021107,0.06625489581071409,9.710558421567164,888.1281819134019,117.39857971224295,3527.311029098827,7.259703017718446,19.641552684329085,2.8528894821745667,1
0.22471976992033377,0.21545309216791886,0.8931998549219389,0.24390845110748657,0.9919362187084586,0.05949133252165317,0.1219444906350622,4.53533346705459,13.933895389502938,13.531850425541563,55.51086178809142,4.28728648842032,0.17829973499561602,0.774359939678165,0.1797181921647364,0.1773682180654968,0.9115508883771755,0.25186800414762406,0.9935586722618076,0.06343749151330756,0.12271005138559615,4.415863236735854,13.95039962794788,13.52432119211558,55.62188031962678,4.227429462527626,0.14825870738500677,0.6818139250010596,0.2330202865654703,0.22601598335461293,0.8876916375288944,0.2411476292902241,0.9916580595171139,0.05815217911229535,0.12323923015084882,4.5546956733766155,13.966791482360911,13.516776847779827,55.63414564287818,4.302013045159418,0.18193706183371763,0.7904230715706222,0.17795902008159686,0.17608735929459185,0.9121434864314046,0.25198926183190046,0.9936217163955835,0.06349858807858608,0.12290288916365122,4.409516603469405,13.95038470524944,13.524324027965259,55.62357980091616,4.2242986944067855,0.14695226197825417,0.6777518592367565,17.479733578596964,2.721639973429774,0.37811122556603255,0.11485100236515818,0.9915711928170887,0.013190752744281569,0.11099598607901803,9.801657156841204,1036.9043447829524,121.13610144376253,4130.137645553213,7.248815147520038,10.072409433626143,3.086927202113154,19.858095474916432,2.914978389162122,0.365897748213124,0.11507377770459015,0.9904396455079303,0.01324197431520543,0.11149085359487794,9.88575305859468,1038.5648090449522,121.07666579982879,4134.401140704893,7.245353454624533,11.360996465634232,3.1778428936334966,18.085120746380454,2.8002958215210154,0.3835967179588458,0.11745011523468557,0.9913239510482588,0.013794529568640919,0.11388844115332468,9.825036893787207,1042.2440472025078,120.86662621244157,4150.891068063651,7.232643312840313,10.243464058352393,3.1424367759143306,18.739249153883968,2.851572361665012,0.37245446319511155,0.11566650683899572,0.9909781971869516,0.013378740804335446,0.11207454552702162,9.858951211996029,1038.553465543543,121.07691161480508,4135.474613020288,7.242547574731043,10.607784220072196,3.157061570470604,1
0.5731792180597053,0.1892556628105927,0.9191226747065075,0.27944124466117853,0.9823427667611179,0.07808740921778864,0.14831520212467122,4.25022266111163,16.230720020097156,14.09493666845425,64.34970086232892,4.0439988631929715,0.5373615121538285,0.6769872531358266,0.45889951102684357,0.15519968067059176,0.9329492041164863,0.28498876345790586,0.9858821023031693,0.08121859529726622,0.1494357848518112,4.151901926485754,16.252402478092126,14.083297874463627,64.55071040134165,3.9921748319489283,0.43481257014659,0.5911986864665432,0.5353077881420905,0.19151785714285713,0.9164499317536251,0.27811746468857734,0.9835535005431798,0.07734932416480207,0.1504576092512139,4.258169031755034,16.274216575616364,14.071592288525428,64.56155851432334,4.051720592331712,0.4986286985374987,0.6860248040156144,0.4627905398662808,0.15800179622792138,0.9316580903921047,0.2846080673726179,0.9857623960368288,0.0810017520135766,0.14968246681967867,4.1583770330932985,16.252402478092126,14.083297874463627,64.54681937250223,3.9952553992971644,0.4378259722550312,0.5986849310964379,53.47768816173086,2.46453186537773,0.46127255439615483,0.12373872960825041,0.9779461310513624,0.015311273205063708,0.11826441102756892,9.413980081293154,1212.433253463991,125.60169396706051,4796.255325694233,7.164100314061232,47.40377084626862,2.830902713427865,55.25299245146656,2.5399352753920694,0.45370635277210997,0.1241555034374422,0.9772402093783256,0.015414589033804719,0.11902661497030985,9.459010552178025,1213.829102602735,125.46717177180209,4800.0634179594745,7.159703732168564,48.80172124828558,2.869018710681325,48.68070077988936,2.364030804989243,0.4855079156742472,0.12777735615488625,0.9800398593755627,0.01632705274593265,0.12253803401290851,9.35208765215779,1219.4478409708624,125.19174441015265,4829.110663103559,7.1402484332804885,43.09205913295127,2.7973464805765014,59.36772759577487,2.604190353485458,0.4587084773226513,0.12463761427112553,0.9755452136175703,0.015534534891197875,0.11951617594388718,9.469929767234596,1213.8263378663046,125.46721824403853,4795.937623869444,7.15644774871274,52.58592019858816,2.8917799803558455,1
0.27288462373214883,0.20796376947896922,0.8988017632259238,0.2642953764960309,0.9918589057322641,0.06985204603717872,0.1768751899063852,4.462091416374722,16.75970175247903,12.698790386757919,66.76592238618397,4.221836119115756,0.22963569431624697,0.7566956536038625,0.20919777542344128,0.16862558118283996,0.9171715772245989,0.27138244534051315,0.9937661537920535,0.07364843163899659,0.1782303089961087,4.339458232137289,16.77918964031934,12.68728631154386,66.90756078585393,4.159694150970363,0.18076318879419076,0.6588036485700889,0.2616495046923879,0.20718377071023056,0.8985348397670142,0.2645283381002472,0.9922121671561328,0.06997524165807868,0.17912267553006603,4.445592361289678,16.798608158265083,12.67577808191403,66.93278312836793,4.217304496162717,0.21872438984667852,0.7483648040718704,0.21498721148948371,0.16645691760254558,0.9184469346245617,0.2717364591626645,0.993593633428113,0.07384070323826243,0.17827826025591498,4.329189848152275,16.77918435333704,12.68728721628461,66.90175020185868,4.155393262914975,0.18727930607174312,0.650545770618469,25.927596543979135,2.6664731560643387,0.40885981840843316,0.16303720880886519,0.9897319780975639,0.026581131456185507,0.16112882190986813,9.594048157142016,1262.5409640890714,113.52753858136502,5024.236259812305,7.055950940604939,18.81751745196742,3.0525319812460916,27.414485163416323,2.773884815175106,0.40531372991267,0.1642950424757158,0.9891601970437036,0.026992860982097258,0.1624953109147372,9.638676758452611,1264.5287591455985,113.38877308097199,5030.700551418978,7.046493826382081,19.72004819555729,3.109010858329856,22.95558852351916,2.550452780197445,0.4315163403707929,0.16768556286468886,0.9909549618942489,0.02811844799324752,0.16583460365853658,9.51230824724835,1268.9602992895748,113.11835347706156,5052.885608634781,7.028126064963611,16.450779139502288,3.01923596131319,27.518482489388816,2.7081813070581067,0.4098978688206569,0.16451008520913246,0.9891190241568696,0.02706356813551602,0.16269786123214175,9.607193877909937,1264.5227269189154,113.3888957011193,5030.572425186273,7.046401448039776,20.18423649748986,3.077535490792381,1
